ck3 title,czech
b_dabrowa_gorn,Dubrova Hornická
b_wislica,Vislice
b_jedrzejow,Ondřejov
c_sieradzka,Sierad
b_sieradz,Sierad
b_piotrkow,
b_przedborz,
b_radomsko,
b_uniejow,
c_sacz,Sad
b_sacz,Sad
b_pilzno,Plzen
b_nowytarg,
b_bochnia,
b_wieliczka,Velička
d_wielkopolska,
c_poznanska,Poznaň
b_poznan,Poznaň
b_miedzyrzecz,
b_czarnkow,
b_wronki,
b_wolsztyn,
c_wielunska,Věluň
b_wielun,Věluň
b_grabow,
c_gnieznienska,Hnězdno
b_gniezno,Hnězdno
b_sroda,
b_pyzdry,
b_konin,
c_kaliska,Kališ
b_kalisz,Kališ
b_kozmin,
b_turek,
c_wschowska,Skrýva
b_wschowa,Skrýva
b_koscian,
b_srem,
c_krajna,Krajná
b_naklo,Náklo
b_zlotow,
b_znin,
d_mazovia,
c_plocka,
b_plock,
b_wyszgorod,
b_zawkrze,
b_ciechanow,
c_czerska,
b_czersk,
b_warszawa,
b_liw,
b_brodno,
b_garwolin,
c_gostyninska,
b_gostynin,
b_rawa,
b_sochaczew,
b_lowicz,
c_lomzynska,
b_lomza,
b_wizna,
b_kolno,
c_zakroczymska,
b_zakroczym,
b_nur,
b_wyszkow,
b_rozan,
d_upper_silesia,
c_opole,Opolí
b_opole,Opolí
b_kreuzburg,Křížohrad
b_strehlitz,Velké Střelice
c_brzeg,Břeh
b_brzeg,Břeh
b_olawa,Olava
b_otmunchow,Otmuchov
c_nysa,Nisa
b_nysa,Nisa
b_glogowek,Malý Hlohov
b_frankenstein,
c_cieszyn,Těšín
b_cieszyn,Těšín
b_bielsko,Bílsko
c_ratibor,Ratiboř
b_ratibor,Ratiboř
b_rybnik,Rybníky
c_bethen,
b_bethen,
b_lubliniec,Lubin
d_lower_silesia,
c_breslau,
b_breslau,
b_bardo,Brdo
c_miliez,Milíč
b_miliez,Milíč
b_olesnica,Olešnice
c_schweibus,Svebodín
b_schweibus,Svebodín
b_siedlischo,Sedlsko
b_bytom,
c_grunberg,Zelená Hora
b_grunberg,Zelená Hora
b_gubin,Hubno
b_crossen,
c_sprottau,Šprotava
b_sprottau,Šprotava
b_zagan,Zaháň
b_nowogrodziec,
c_przemkow,Přemkov
b_przemkow,Přemkov
b_wlen,Vleň
b_swiny,Svině
c_legnica,
b_legnica,
b_glogow,
b_sadowel,Soudovel
d_kuyavia,
c_kujawy,
b_kruszwica,
b_wloclawek,
b_inowroclaw,
b_bydgoszcz,
c_dobrzynska,
b_dobrzyn,
b_michalowo,
c_leczycka,
b_leczyca,
b_lodz,
b_klodawa,
k_pomerania,
,
d_lubusz,
c_lubusz,
b_lebus,
b_oderfrankfurt,
b_sulecin,
b_rzepin,
c_landsberg,
b_landsberg,
b_driesen,
b_arnswalde,
b_kreuz,
c_soldin,
b_soldin,
b_kostschin,
d_wagria,
c_lubeck,
b_lubeck,
b_eutin,
c_kiel,
b_kiel,
b_femera,
d_pommerania_stettin,
d_pommerania,
c_stettin,
b_szczecin,
b_ucramund,
,
b_gryfino,
c_kolobrzeg,
b_swinoujscie,
b_kolobrzeg,
b_stargad,
b_lobez,
c_cammin,
b_cammin,
b_dramberg,
b_belgard,
c_pila,
b_walcz,
b_pila,
b_szczecinek,
d_nordmark,
c_mecklenburg,
b_crivitz,
b_parchim,
b_sternberg,
c_wolgast,
b_wolgast,
b_griefswald,
c_rugen,
b_rugen,
b_stralsund,
c_rostock,
b_rostock,
b_gustrow,
c_werle,
b_werle,
b_neubrandenburg,
b_neustrelitz,
d_pomerelia,
c_danzig,
b_gdansk,
b_sopot,
b_wladyslawowo,
b_trsow,
c_slupsk,
b_slupsk,
b_koszalin,
b_lebno,
b_bytow,
c_miastko,
b_hammerstein,
b_miastko,
c_berent,
b_schwetz,
b_berent,
b_tuchowna,
b_konitz,
d_ostmark,
c_brandenburg,Braniborsko
b_brandenburg,Braniborsko
b_potsdam,
b_lehnin,
b_tangermunde,
c_stendal,Stará Marka
b_stendal,Stará Marka
b_gardelegen,
b_werben,
c_magdeburg,Děvín
b_magdeburg,Děvín
b_mockern,
b_gommern,
c_ruppin,Rupin
b_ruppin,Rupin
b_lindow,
b_nowen,
c_berlin,
b_berlin,
b_botzow,
b_rosenfelde,
c_havelberg,Hobolin
b_havelberg,Hobolin
,
,
b_klenow,
c_prenzlau,Přemyslav
,
,
b_prenzlau,Přemyslav
b_templin,
b_schwedt,
b_eberswalde,
,
e_russia,
k_muscovy,
k_galicia-volhynia,
d_grodno,
c_berestye,
b_berestye,
b_bielsk,
b_kamyanyets,
b_simiatychi,
c_volkovysk,
b_volkovysk,
b_bielastock,
c_novogrudok,
b_novogrudok,
b_slonim,
d_volhynia,
c_volodymyr,
b_volodymyr,
b_lutsk,
b_luboml,
b_kovel,
b_rozhyshche,
c_peresopnytsia,
b_peresopnytsia,
b_rivne,
b_klevan,
c_dorohychyn,
b_dorohychyn,
b_kobryn,
b_blotkowo,
d_halych,
c_halych,
b_halych,
b_sambir,
b_kolomyia,
b_spas,
c_lviv,
b_lviv,
b_zvenyhorod,
b_busk,
b_buchach,
b_moklekov,
c_terebovl,
b_terebovl,
b_horodok,
b_chortkiv,
c_zaslavl,
b_zaslavl,
b_dubno,
b_ostroh,
d_cherven_cities,
c_cherven,
b_cherven_VOL,
b_volin,
b_kholm,
b_suteysk,
c_belz,
b_belz,
b_liubachev,
c_peremyshl,
b_peremyshl,
b_yaroslav_VOL,
b_sanok,
b_lizhensk,
k_ruthenia,
d_toropec,
c_toropets,
b_toropets,
b_andreapol,
b_ozerski,
c_vyazma,
b_vyazma,
b_zubstov,
d_smolensk,
c_smolensk,
b_smolensk,
b_dorogobyzh,
c_mstislavl,
b_mstislavl,
b_cherykaw,
c_gnezdovo,
b_dukhovshchina,
b_gnezdovo,
b_velizh,
c_roslavl,
b_roslavl,
b_klimavichy,
b_yelnya,
d_pinsk,
c_pinsk,
b_pinsk,
b_lahishyn,
b_luninets,
c_slutsk,
b_slutsk,
b_zhytkavichy,
b_mikashevichy,
c_kletsk,
b_kletsk,
b_baranovichi,
c_babruysk,
b_babruysk,
b_zhlobin,
b_kalinkavichy,
b_rechytsa,
d_kiev,
c_kiev,
b_kiev,
b_vyshgorod,
b_bilhorod,
b_yuriev,
b_kaniv,
b_zdvyzhen,
c_zhytomyr,
b_zhytomyr,
b_kolodiazhen,
b_mezhybozhe,
b_rastovets,
c_zvyahel,
b_zvyahel,
b_chortolisy,
b_horodnytsia,
c_chornobyl,
b_chornobyl,
b_ivankiv,
b_radynka,
c_ushytsia,
b_ushytsia,
b_vinnytsia,
b_yampil,
c_korsun,
b_korsun,
b_malaia_skvirka,
b_haisyn,
d_turov,
c_turov,
b_turov,
b_sarny,
b_selo,
b_mazyr,
b_lelchytsy,
c_korosten,
b_korosten,
b_ovruch,
b_naroulia,
c_dubrovytsia,
b_dubrovytsia,
b_stepan,
b_liubeshiv,
d_pereyaslavl,
c_pereyaslavl,
b_pereyaslavl,
b_boryspil,
b_priluk,
b_zolotonosha,
c_hradyzk,
b_hradyzk,
b_akhtyr,
b_myrhorod,
b_poltava,
c_romen,
b_romen,
b_lokhrytsia,
b_nedryhailiv,
b_sumy,
c_voin,
b_voin,
b_lubny,
d_novgorod-seversk,
c_novgorod_seversky,
b_novgorod_seversky,
b_glukhov,
c_putyvl,
b_putyvl,
b_vyr,
b_konotop,
c_rilsk,
b_rylsk,
b_sudzha,
c_kursk,
b_kursk,
b_oboyan,
d_chernigov,
c_chernigov,
b_chernigov,
b_lyubech,
b_unenezh,
b_borzna,
c_gomel,
b_gomel,
b_surazichi,
c_starodub,
b_starodub,
b_trubetsk,
b_debryansk,
b_mglin,
d_karachev,
c_karachev,
b_karachev,
b_krom,
b_oryol,
c_kozelsk,
b_kozelsk,
b_vorotynsk,
b_belev,
c_sevsk,
b_sevsk,
b_lokot,
d_novosil,
c_novosil,
b_novosil,
b_mtensk,
b_ust-livny,
c_odoyev,
b_odoyev,
b_suvorov,
k_novgorod,
d_pskov,
c_pskov,
b_pskov,
b_izborsk,
b_ostrov,
b_gdov,
d_novgorod,
c_novgorod,
b_novgorod,
b_ladoga,
b_lyuban,
b_soltsy,
b_luga,
b_pushkin,
c_rusa,
b_rusa,
b_dedovichi,
b_loknya,
b_porkhov,
c_sebezh,
b_sebezh,
b_nevel,
b_novorzhev,
c_koporje,
b_koporye,
b_yama,
c_vodi,
b_nyen,
b_noteborg,
d_vepsia,
c_beloozero,
b_beloozero,
b_cherepovets,
b_ves_yogonska,
c_vologda,
b_vologda,
b_sheksna,
b_gryazovets,
b_razlivnoye,
b_danilov,
c_tikhvin,
b_tikhvin,
b_kirishi,
b_borovichi,
b_svolensk,
b_pikalyovo,
c_vyangi,
b_vyangi,
b_podporozhye,
d_luki,
c_luki,
b_luki,
b_kholm_NOV,
b_seltsa_u_nishi,
c_valdai,
b_torzhok,
b_klichen,
b_valday,
b_vyshny_volochyok,
c_bezichi,
b_bezichi,
b_zhelezny_ustyug,
k_white_rus,
d_minsk,
c_minsk,
b_minsk,
b_barysaw,
b_bobruisk,
c_lepiel,
b_lahoysk,
b_maladzyechna,
c_zaslawye,
b_zaslawye,
b_valozhyn,
b_mir,
c_orsha,
b_orsha,
b_drutsk,
d_polotsk,
c_polotsk,
b_polotsk,
b_myory,
b_vetrino,
b_dzisna,
c_braslau,
b_braslau,
b_drysa,
b_kraslava,
c_lukoml,
b_lukoml,
b_lepiel,
b_hlybokaye,
b_budslau,
c_vitebsk,
b_vitebsk,
b_haradok,
k_opolye,
d_moscow,
d_rostov,
c_rostov,
b_rostov,
b_gavrilovskoye,
b_sol_vilikaya,
c_lyubim,
b_kostroma,
b_galich_mersky,
b_chukhloma,
b_soligalich,
c_yaroslavl,
b_yaroslavl,
b_vyatskoye,
b_mologa,
b_lyubim,
d_moskva,
c_moskva,
b_moskva,
b_dmitrov,
b_naro-fominsk,
b_serpukhov,
c_mozhaysk,
b_mozhaysk,
b_lotoshino,
d_tver,
c_tver,
b_tver,
b_volok_lamsky,
b_klin,
c_uglich,
b_uglich,
b_kashin,
d_opolye,
c_vladimir,
b_vladimir,
b_volochok,
b_sudogda,
b_yegoryevsk,
c_suzdal,
b_suzdal,
b_yuryev,
b_pereyaslavl_zalessky,
b_ivanovo,
d_ryazan,
c_ryazan,
b_ryazan,
b_pereyaslavl_ryazanski,
b_vaskina_polyana,
b_klepiki,
b_gorodets-meshchyorsky,
c_pronsk,
b_pronsk,
b_yelets,
c_tula,
b_kolomna,
b_tula,
b_rostislavl,
c_murom,
b_murom,
b_starodub-on-the-klyazma,
b_vyksa,
d_nizhny_novgorod,
c_nizhny_novgorod,
b_nizhny_novgorod,
b_pavlovo,
b_kineshma,
c_gorodez,
b_gorodets,
b_makariev,
c_plyos,
b_plyos,
b_shuya,
c_manturovo,
b_manturovo,
b_suday,
k_bjarmaland,
d_biarmia,
c_kholmogory,
b_kholmogory,
b_arkhangelsk,
b_brin_navolok,
c_onega_BJA,
b_onega,
b_pole,
b_korelskoye,
b_malashuyka,
c_povenets,
b_povenets,
b_malenga,
b_yangary,
b_kustranda,
c_pudozh,
b_pudozh,
b_vershinino,
b_yarnema,
d_chudia,
c_kargopol,
b_kargopol,
b_vitzgora,
b_ostrov_BJA,
c_kirillov,
b_kirillov,
b_dvinitza,
b_pelsina,
c_totma,
b_totma,
b_tasta,
b_tischna,
b_kadnikov,
d_vologda,
c_onsthia,
b_onsthia,
b_karitsa,
c_choklema,
b_choklema,
b_gorodek,
b_boborossa,
d_ustyug,
c_ustyug,
b_veliky_ustyug,
b_nyuksenitsa,
b_kotlas,
b_usyorga,
c_shenkursk,
b_shenkursk,
b_krasny_bor,
b_bereznik,
c_velsk,
b_velsk,
b_verkhovazhye,
b_ous_vaga,
b_yemetsk,
c_kevrola,
b_kevrola,
b_verkola,
b_osmova,
k_pontic_steppe,
d_yedisan,
c_ladyzyn,
b_ladyzyn,
b_birzula,
b_liubashivka,
c_uman,
b_yary,
b_buky,
b_uman,
c_cherkassy,
b_cherkassy,
b_sacacatce,
b_kashan,
b_pervomaisk,
c_dnipro,
b_dnipro,
b_salmacatce,
d_levedia,
c_bakhmut,
b_bakhmut,
b_lozova,
b_pokrovsk,
b_tor,
b_volcha,
c_samar,
b_samar,
b_karlivka,
b_kharka,
b_bohodukhiv,
d_don_valley,
c_golden_hills,
b_golden_hills,
b_siyahtepe,
,
b_ust-donvokhi,
,
b_kazarki,
c_kazanskaya,
b_kazanskaya,
b_boguchar,
b_millerovo,
b_podgornye,
c_sarysyn,
b_sarysyn,
b_frolovo,
b_kamyshin,
b_yelan,
d_kizilyedisan,
c_odessa,
b_okachiv,
b_tiraspol,
b_odessa,
b_olbia_ETEL,
c_kherson,
b_kherson,
b_kazanka,
b_voznessensk,
c_lower_dniepr,
b_beryslav,
b_nikopol,
d_red_levedia,
c_khortytsia,
b_khortytsia,
b_mariupol,
b_kutur-ogly,
b_donetsk,
c_oleshye,
b_oleshye,
b_kakovka,
b_kyzyl_jar,
d_tana,
c_tana,
b_tana,
b_taganrog,
c_kuzeytorg,
b_kuzeytorg,
b_ivanovskoye,
d_crimea,
c_kalos_limen,
b_kalos_limen,
b_kerkinitis,
b_aqmescit,
c_perekop,
b_perekop,
b_dzhankoi,
k_khazaria,
d_khazaria,
c_sarkel,
b_sarkel,
b_aksay,
c_manych,
b_manych,
b_semikarakary,
b_yergolyk,
c_astrakhan,
b_astrakhan,
b_sara,
b_khazaran,
c_beksima,
b_beksima,
b_sarepta,
b_yenotayevka,
d_ciscaucasia,
c_samander,
b_samander,
b_balanjar,
b_sambalut,
c_philan,
b_kumukh,
b_durdzukia,
c_samiran,
b_samiran,
b_kizlyar,
b_cabartei,
b_tserlona,
d_tmutarakan,
c_tmutarakan,
b_tmutarakan,
b_batacrim,
c_korchev,
b_kerch,
b_kimmerikon,
d_azov,
c_azov,
b_azov,
b_chamchev,
c_kuban,
b_kuban,
b_papagia,
b_soleny,
c_khumar,
b_yaseni,
b_chelbaska,
b_tikhon,
k_caspian_steppe,
d_itil,
c_sarai,
b_saray,
b_nikolaievsk,
c_itil,
b_itil,
b_chyorny_yar,
c_saqsin,
b_saqsin,
b_saraychiq,
b_ryn,
c_uzen_verchina,
b_verchina_uzen,
b_chelykla,
c_uzen,
b_uzen,
b_ukek,
b_engels,
d_pecheneg,
c_pecheneg,
b_pecheneg,
b_ilekskoi_gorodok,
b_kamelik,
c_jambalar,
b_jambalar,
b_yalachi,
b_maza,
b_maloi_irghiz,
c_yaitsk,
b_yaitsk,
b_kalmikovsky,
b_zhaltyr,
b_tasqala,
k_magyar,
k_volga_bulgaria,
d_volga_bulgaria,
c_bolghar,
b_bolghar,
b_bilyar,
b_cukataw,
b_suvar,
c_ashli,
b_ashli,
b_simbirsk,
b_banja,
c_yar-calli,
b_yar_calli,
b_agidel,
b_tukhchi,
c_karabolam,
b_karabolam,
b_aqsubay,
b_elmet,
c_samar_VB,
b_samar_VB,
b_pokhnishne,
b_neftegorsk,
b_buzuluk,
d_kazan,
c_kazan,
b_kazan,
b_kashan_VB,
b_otarka,
b_mamadych,
b_arsk,
c_yoshkar-ola,
b_yoshkar-ola,
b_volzhsk,
b_arda,
b_mari-turek,
b_tsarevokokchaisk,
c_elabuga,
b_elabuga,
b_izhevsk,
b_voloz,
b_mozhga,
d_jalmat,
c_jalmat,
b_jalmat,
b_pascherty,
b_almetyvesk,
b_bugulma,
c_belebey,
b_belebey,
b_menzelinsk,
b_siun,
b_achaly,
d_martyuba,
c_martyuba,
b_urzen,
b_vetluga,
b_vokhma,
c_cykma,
b_cykma,
b_semenov,
b_luch,
d_bugurslan,
c_bugurslan,
b_bugurslan,
b_bol_uran,
b_sakmarskoi_gorodok,
c_salavat,
b_salavat,
b_teterpush,
b_sterlitamak,
c_kumertau,
b_kumertau,
b_prechistenskaya,
k_mordvinia,
d_mordvinia,
c_cheboksary,
b_cheboksary,
b_urmary,
b_tzyvil,
b_alatyr,
c_lachyk-uba,
b_lachyk-uba,
b_morchansk,
c_rakcha,
b_rakcha,
b_chatzk,
d_saran,
c_saran,
b_saran,
b_vorona,
b_kachma,
c_serdosk,
b_serdosk,
b_kirsanov,
c_kozlov,
b_kozlov,
b_oranienburg,
d_voronezh,
c_voronezh,
b_voronezh,
b_usman,
b_lipetsk,
c_karatayak,
b_karatayak,
b_pavlovsk,
b_babrov,
c_oskol,
b_oskol,
b_khorysdan,
b_khursa,
b_chally-kala,
d_chuvashia,
c_saratov,
b_saratov,
b_hanbalik,
b_uza,
c_penza,
b_penza,
b_saransk,
b_insara,
b_chechkeiev,
c_atkarsk,
b_atkarsk,
b_peschanka,
b_tersa,
c_petrovsk,
b_petrovsk,
b_treliaka,
b_alchanka,
d_khopyor,
c_khopyor,
b_khopyor,
b_bychok,
b_kriucha,
b_manina,
c_tuluchezeva,
b_tuluchezeva,
b_lejlotka,
b_trotskhoper,
c_balachev,
b_balachev,
b_khoper,
b_viazovka,
d_tambov,
c_tambov,
b_tambov,
b_szava,
c_matya,
b_matya,
b_plavitza,
c_durovka,
b_durovka,
b_kolychev,
b_repnoye,
k_permia,
d_perm,
c_perm,
b_perm,
b_kungur,
b_ovinskoi,
b_krasnooufimsk,
c_sebur,
b_sebur,
b_okhansk,
b_aluchi,
b_saraninskor,
c_lysva,
b_lysva,
b_kutamych,
b_serga,
b_sylva,
c_kumych,
b_kumych,
b_bisserskaya,
b_klenovskaya,
b_kirgichanskaya,
d_ural,
c_ural,
b_ural,
b_vilva,
b_solikamsk,
c_votkinsk,
b_votkinsk,
b_nytva,
b_obva,
b_krasnokamsk,
c_kerken,
b_kerken,
b_shimal,
b_akchim,
d_udmurtia,
c_kargadan,
b_kargadan,
b_kasib,
b_koca,
b_karsovay,
c_palniki,
b_palniki,
b_lolog,
b_kai,
c_glazov,
b_glazov,
b_igra,
b_uva,
c_kolyn,
b_kolyn,
b_nukrat,
b_suna,
b_arkul,
k_bashkiria,
d_bashkiria,
c_ufa,
b_ufa,
b_sim,
c_birsk,
b_birsk,
b_yeldiatzkaya,
c_prigoro_tabynsk,
b_prigoro_tabynsk,
b_bielaya,
d_sakmara,
c_sakmara,
b_sakmara,
b_kaginskoi,
b_verkouralsk,
b_yuldybayevo,
c_yanokul,
b_yanokul,
b_inzer,
d_uraltau,
c_uraltau,
b_achichskaya,
b_arti,
b_yamantau,
c_duvan,
b_duvan,
b_parizh,
c_karabash,
b_karabash,
b_revda,
b_zlatoust,
c_uiska,
b_uiska,
b_yumanova,
b_satka,
b_ust-katav,
d_vogulia,
c_yekaterinburg,
b_yekaterinburg,
b_alapaevsk,
b_irbit,
b_kamychlov,
c_chadrinsk,
b_chadrinsk,
b_iset,
b_baklanska,
c_chelabinsk,
b_chelabinsk,
b_troizk,
b_silach,
k_yugra,
d_ostyaki,
c_tyumen,
b_tyumen,
b_terom,
b_turinsk,
b_shantoskoye,
c_laia,
b_laia,
b_tagil,
b_deriabinskoye,
c_tabary,
b_tabary,
b_tura_kala,
b_oblacas,
c_neramkary,
b_neramkary,
b_verkhoturye,
d_konda,
c_tselym_dalyn,
b_tselym_dalyn,
b_chukas_vosh,
b_topar_vosh,
c_kharam-vosh,
b_kharam-vosh,
b_kari_pospat_vosh,
b_arant,
c_kartauzh,
b_kartauzh,
b_kandiskaya,
d_pelym,
c_pelym,
b_pelym,
b_sosva,
b_totkarak,
c_koshuki,
b_koshuki,
b_alymka,
b_chalbych,
d_kazym,
c_kazym,
b_surgut,
b_khanty-mansiisk,
b_yugan,
c_sosva,
b_sukhorukova,
b_belogorye,
c_koda,
b_nizyani,
b_atlym,
b_karymkary,
k_sibir,
d_sibir,
c_sibir,
b_sibir,
b_asmaak,
b_vagaiskoy,
c_tobol,
b_tobol,
b_koshley_vosh,
b_uluskate,
b_liniek,
c_belogorje,
b_demiianka,
b_selinga,
c_bardak,
b_bardak,
b_berisiy,
b_yorgaet,
d_ishim,
c_ishim,
b_ishim,
b_ust-ishim,
b_omgul,
b_vikulova,
c_dolgujar,
b_dolgujar,
b_vagay,
b_yalu_torovsk,
b_kurtan,
d_tara,
c_tara,
b_tara,
b_zavialova,
b_kulema,
b_kartaszevo,
c_kazanskoye,
b_kazanskoye,
b_tenis,
b_tukalinsk,
c_petropavolsk,
b_petropavolsk,
b_sargatka,
b_ibeitei,
k_baraba,
d_baraba_steppe,
c_kolyvan,
b_kolyvan,
b_chik,
b_kayask,
b_karas_SIB,
c_sartlan,
b_sartlan,
b_bagan,
b_chulym,
c_ubins,
b_ubins,
b_kargat,
b_baksa,
c_igaran,
b_igaran,
b_iau,
b_chegarka,
c_konda_ob,
b_konda_ob,
b_toya,
d_vasyugan_mire,
c_vasyugan,
b_vasyugan,
b_parabel,
b_yonoir,
b_yugar,
c_umiai,
b_umiai,
b_sayak,
b_chergana,
c_tartas_SIB,
b_tartas_SIB,
b_om,
b_gulyus,
c_chich,
b_chich,
b_olyn,
b_kargalin,
d_lanikaz,
c_omsk,
b_omsk,
b_sals_poveret,
b_tiabis,
b_tatarka,
c_kainsk,
b_kainsk,
b_chany,
b_abyszkan,
b_karasuk,
c_pavlodar,
b_pavlodar,
b_tatarki,
b_yamishevo,
b_koriakovsky,
d_kulyndy_steppe,
c_kulunda,
b_kulunda,
b_kuria,
b_gorko,
b_dolgo,
c_barnaul,
b_barnaul,
b_kasmala,
b_barnaii,
b_gorkoalei,
c_kachu,
b_kachu,
b_dolons,
b_molibay,
c_kuchuk,
b_kuchuk,
b_lamych,
b_kacharsku,
b_topolno,
k_angara,
d_yenisei_kan,
c_krasnoyarsk,
b_krasnoyarsk,
b_kem_MON,
b_kemchug,
b_stolby,
c_mana,
b_mana_MON,
b_kyzyl-kan,
c_shishina,
b_shishina,
b_taseya,
b_nemkina,
c_kansk,
b_kansk,
b_biriusa,
b_khoidkhiliin,
c_tagul,
b_tagul,
b_agul,
b_narsgol,
d_chuna_valley,
c_chuna,
b_chuna,
b_moson_kholtos,
b_tsartsanmod,
b_biryusa,
c_bratsk,
b_bratsk,
b_khereeoi,
b_tsasengiin,
b_bugyntalbar,
c_tulun,
b_kaduy,
b_tulun,
b_kirei,
d_angara,
c_kitoi,
b_kitoi,
b_noty,
b_olkha,
c_kymyl_tey,
b_kymyl_tey,
b_angaragiin_degee,
b_zima_MON,
c_okangara,
b_okangara,
b_bisha_MON,
b_mori_kliringiin,
c_kada,
b_kada_MON,
b_alyaty,
b_kurkat,
,
k_khakassia,
d_khakass_hollow,
c_abakan,
b_abakan,
b_ulugkol,
b_sosno,
c_julym,
b_julym,
b_yezagash,
b_uchum,
c_jerjul,
b_jerjul,
b_argyjek,
b_sisim,
d_blue_khakassia,
c_kizir,
b_kizir,
b_tuba_TUV,
b_shina,
b_tiberkul,
c_anja,
b_anja_TUV,
b_tofa_nuruud,
c_kyzylkul,
b_bolsho_kyzylkul,
b_amyl,
b_borus,
b_kop_golyn,
d_shoria,
c_kuzbas,
b_kuznetsk,
b_kuztom,
b_kuzalatau,
c_shor,
b_kondoma_MON,
b_mrassu,
b_shor,
c_uul_chors,
b_abaza,
b_khartomor_uul,
b_granuul,
d_kargassia,
c_burugu_aallar,
b_tofalaria,
b_miirchun,
b_ikh_orgil,
c_chagdy_aallar,
b_kandat_uul,
b_kazyr,
b_kazas,
c_songuu_aallar,
b_ergaki,
b_orgogdon_rok,
b_baldyrgannyg,
d_eastern_sayan,
c_karauda,
b_karauda,
b_iya_TUV,
b_doloon_nuur,
c_shityy,
b_shityy,
b_tsagaan_kropot,
b_dibi_TUV,
c_kropot,
b_kropot,
b_urik,
b_setgel_uul,
c_monkh_saridag,
b_monkh_saridag,
b_khurel_uul,
k_ob,
d_salair,
c_ob,
b_ob,
b_obchikanak,
b_berd,
b_inia,
c_biia,
b_biia,
b_chumych,
b_yeshil_chumych,
c_torema,
b_torema,
b_iaya,
b_kalym,
c_sorok,
b_sorok,
b_our,
b_kara_chumych,
c_kyin,
b_kyin,
b_mus_tagh,
b_bilbe,
d_aley,
c_aley,
b_aley,
b_poperech,
b_charych,
b_anyu,
c_kondoma,
b_kondoma,
b_sary_chumych,
b_ojin,
c_korgon,
b_korgon,
b_korginia,
b_anuy,
d_ala_tau,
c_tomsk,
b_tomsk,
b_ket,
b_salim,
b_yaia,
c_kiia,
b_kiia,
b_krolu,
b_kitat,
c_taskyl,
b_taskyl,
b_perasku,
b_yogoran,
c_kojuk,
b_kojuk,
b_biriku,
c_chulym,
b_chulym_bis,
b_chet,
b_shurysh,
c_narim,
b_narim,
b_tym,
b_keljiga,
b_yutur,
c_sochur,
b_sochur,
b_jorugul,
c_yenisei,
b_yenisei,
b_yahtin,
b_belska,
d_altaishan,
c_terektai,
b_terektai,
b_ongutai,
b_katun,
c_tavan_bogd,
b_khuiten,
b_khoton,
b_dayan,
k_buryatia,
d_bargujin_tukum,
c_kotera,
b_kotera,
b_gants_khondii,
b_mamakhondii,
b_shugel_ondor,
c_vitim,
b_vitim,
b_vitimkhad,
b_karamuya,
c_karabaigal,
b_chuulunuruu,
b_chonoshud,
b_karaoi,
c_chuya,
b_chuya,
b_alsholoi,
d_lena,
,
c_lena,
,
b_lena,
,
b_kutukan_ondort,
b_ichikta,
c_ilga,
b_ilim_MON,
b_ilga,
b_ivda,
c_gatsuurgazar,
b_gatsuurgazar,
b_kjoosonoi,
d_baigaluuls,
c_baigaluuls,
b_kirenga,
b_cherskogo,
b_baigalan_chaya,
c_uulynkhol,
b_nogoon_naluu,
b_daoroouul,
b_khilgazar,
b_khuldursgal,
d_tsagaanbaigal,
c_olkhon,
b_olkhon,
b_bugulde,
b_manzurka,
c_irkutsk,
b_irkutsk,
,
b_osa_MON,
b_KUDA_MON,
c_ryty,
b_ryty,
b_berikul,
b_chikan,
k_mongolia,
d_otuken,
c_karakorum,
b_karakorum,
b_bayan_nuur,
b_longcheng,
b_khogno_khan,
b_batkhaan,
b_shankh,
c_karabalgasun,
b_karabalgasun,
b_otuken_city,
b_hanhai,
b_ogiy,
b_sharga_OTU,
b_bulgan_uul,
c_mumo,
b_mumo,
b_khoyorgol,
b_khanjargalant,
b_erdenet,
b_ishgent,
c_tuula,
b_shoroon_bumbagai,
b_toghu_baliq,
d_khiyat_china,
c_khiyat_china,
b_jinwei_balitunalan_china,
b_khumarkhan_china,
b_nartushtu_china,
c_horhnajubur_china,
b_horhnajubur_china,
b_urjariver_china,
d_onon_china,
c_onon_china,
b_enan_china,
b_derompant_china,
b_oriauturs_china,
c_kirluk_china,
b_jiluzhou_xijie_china,
b_dahur_china,
b_chirkh_china,
c_julop_china,
b_amyid_china,
b_nertschin_china,
b_chorna_china,
d_ogrash,
c_ulaanbaatar,
b_ulaanbaatar,
b_moltsog_els,
b_hustai,
b_orkhontuul,
c_khentii,
b_khentii,
b_tuul_khentii,
b_gorkhii_terelj,
b_burkal,
c_naushki,
b_naushki,
b_chikoy_OGR,
b_oarkhan_uul,
k_merkit,
d_uda_valley,
c_ulan_ude,
b_ulan_ude,
b_altaichei,
b_khudan_BUR,
b_saranka,
c_chikoy,
b_chikoy,
b_khilok,
b_oungo,
d_dauria,
c_bargajan,
b_bargajan,
b_khilem_khamar,
b_frolikha,
c_muya,
b_muya,
b_jergin,
b_vitimkan,
c_kotokel,
b_kotokel,
b_kabans,
b_itantsa,
c_yera,
b_yera,
b_shilmuustoi,
b_zuunbaykal,
k_selenge,
d_selenga_valley,
c_selenga,
b_selenga,
b_buteeliin_nuruu,
b_khamar_daban,
b_galuut_nuur,
c_tunka,
b_arshan,
b_kyngarga,
b_dachi_gama,
d_bayad,
c_khokhoo,
b_khokhoo,
b_erkhel,
b_dayan_deerkhiin,
c_baibalik,
b_baibalik,
b_namnan_uul,
b_airkhan,
